0.099302,1.4258e-06,3.6799e-08,4.9632e-08,4.7811e-07,0.0015922,1.7118e-06,0.0013144,0.00037939,2.1622e-06,4.0771e-09,0.00037968,1.4296e-07,1.2308e-08,0.40972,0.56254,0.024075,4.589e-08,0.00038337,0.0032881,0.99633,0.0029102,0.99709,0.99709,0.99633,0.97225,0.0029102,0.0036675,0.97226,0.0029102,5.7048e-07
0.20823,9.7841e-06,2.4139e-07,3.9224e-07,3.5871e-06,0.0075316,9.8016e-06,0.0059245,0.0017998,1.2126e-05,7.2015e-10,0.0010036,4.7702e-07,5.9599e-08,0.41871,0.51698,0.04801,1.4526e-07,0.0010274,0.015268,0.9837,0.01348,0.98652,0.98652,0.9837,0.93569,0.01348,0.01627,0.93571,0.013479,4.123e-06
0.20823,8.3361e-05,1.3975e-06,2.2444e-06,2.5695e-05,0.042066,9.951e-05,0.030995,0.0029953,2.7228e-05,5.6581e-09,0.0009123,4.0534e-07,1.0491e-07,0.40313,0.47436,0.04531,1.6669e-07,0.0011245,0.076084,0.92279,0.073274,0.92673,0.92673,0.92279,0.87748,0.073274,0.077069,0.87751,0.07327,2.8099e-05
0.81513,0.00064544,1.3132e-05,2.2393e-05,0.00022571,0.17025,0.00064541,0.12497,0.01229,0.00016659,3.2567e-08,0.002209,1.443e-06,6.7625e-07,0.29087,0.32566,0.072027,6.6191e-07,0.0037611,0.30768,0.68856,0.29677,0.70323,0.70323,0.68856,0.61653,0.29677,0.31037,0.6167,0.29674,0.00024875
0.82516,0.0020403,2.6654e-05,4.542e-05,0.00058709,0.38967,0.0024731,0.26071,0.0078212,0.00013633,3.7949e-08,0.00085118,5.0882e-07,4.2982e-07,0.14464,0.15849,0.03251,2.8319e-07,0.0060236,0.65834,0.33564,0.65555,0.34445,0.34445,0.33564,0.30313,0.65555,0.66153,0.30327,0.65548,0.00063276
0.25729,0.0042146,5.4406e-05,0.00010383,0.001328,0.52042,0.0043082,0.36793,0.0081507,0.00018464,7.6916e-08,0.00048034,3.7356e-07,5.5839e-07,0.038374,0.041211,0.013245,2.2603e-07,0.010489,0.89668,0.092831,0.89835,0.10165,0.10165,0.09283,0.079585,0.89835,0.90128,0.07977,0.8982,0.0014321
0.14638,0.0061721,3.8715e-05,7.8412e-05,0.0014751,0.566,0.0081623,0.39329,0.0021443,5.5368e-05,3.3481e-08,7.5921e-05,4.8544e-08,1.2105e-07,0.0096653,0.010166,0.0026743,3.2464e-08,0.016002,0.96149,0.022506,0.97522,0.024781,0.024781,0.022505,0.019831,0.97522,0.96968,0.019887,0.9751,0.0015535
0.1384,0.015497,7.7324e-05,0.00018675,0.0039236,0.46879,0.017191,0.48666,0.0019251,6.7736e-05,6.7701e-08,3.6456e-05,2.9076e-08,1.3883e-07,0.0023233,0.0023904,0.00093285,2.2144e-08,0.036912,0.95744,0.0056467,0.99232,0.0076761,0.0076761,0.0056465,0.0047139,0.99232,0.9746,0.0047817,0.99206,0.0041104
0.1384,0.042559,0.00010692,0.00026642,0.0078886,0.42569,0.065803,0.45435,0.00082918,3.731e-05,5.7805e-08,1.1239e-05,7.5992e-09,5.9382e-08,0.0010449,0.0010541,0.00035627,6.5804e-09,0.11664,0.88091,0.0024554,0.99667,0.0033332,0.0033332,0.0024553,0.0020992,0.99667,0.94669,0.0021365,0.99629,0.008155
0.41025,0.14301,0.00032141,0.00091829,0.028333,0.29353,0.17361,0.3586,0.00082275,5.9468e-05,1.854e-07,6.9389e-06,6.3076e-09,9.6419e-08,0.00031558,0.00031584,0.00015463,6.2667e-09,0.34621,0.65301,0.00078615,0.99832,0.0016755,0.0016755,0.00078604,0.0006317,0.99832,0.82657,0.00069118,0.99708,0.029252
0.43115,0.21871,0.0003152,0.0008525,0.032154,0.16766,0.3999,0.17987,0.00025607,2.4197e-05,1.2604e-07,1.7466e-06,1.5606e-09,3.3769e-08,0.00010968,0.00011038,4.6119e-05,1.6393e-09,0.65193,0.34781,0.00026622,0.99945,0.00054835,0.00054835,0.00026618,0.00022022,0.99945,0.74768,0.00024442,0.99828,0.033006
0.35526,0.35138,0.00043909,0.0013033,0.051564,0.05544,0.48192,0.05778,0.00010751,1.6852e-05,1.9444e-07,4.9553e-07,6.4693e-10,2.5718e-08,1.6004e-05,1.6212e-05,9.1383e-06,8.0909e-10,0.88661,0.11334,4.1381e-05,0.99983,0.00016643,0.00016643,4.1354e-05,3.2436e-05,0.99983,0.59525,4.9289e-05,0.99809,0.052868
0.27467,0.29332,0.00038654,0.00097171,0.036769,0.025992,0.61834,0.024157,3.5123e-05,7.1563e-06,1.3828e-07,1.4475e-07,7.5133e-10,1.1332e-08,6.1754e-06,6.3777e-06,3.0382e-06,1.0495e-09,0.94979,0.050191,1.56e-05,0.99994,5.816e-05,5.816e-05,1.5589e-05,1.2699e-05,0.99994,0.66853,1.9856e-05,0.99858,0.037741
0.16338,2.2446e-06,9.6057e-08,1.4803e-07,1.0066e-06,0.0020608,1.9233e-06,0.0017428,0.001688,1.0798e-05,1.4238e-09,0.0020001,1.2286e-06,7.6715e-08,0.39667,0.51355,0.082278,2.9927e-07,0.0020056,0.0055024,0.99249,0.003809,0.99619,0.99619,0.99249,0.91021,0.003809,0.0074952,0.91022,0.0038088,1.4509e-06
