0.17199,2.8774e-10,1.6993e-08,5.7779e-13,8.104e-13,1.7607e-06,1.2072e-09,8.9672e-06,0.010898,0.53303,0.45043,1.3275e-09,0.00016183,7.6205e-05,1.2746e-07,1.1302e-07,2.5912e-08,0.0053934,1.9816e-08,0.99437,0.0056317,1.0746e-05,0.99999,0.99999,2.6639e-07,0.45051,1.0746e-05,0.46697,0.98909,1.0729e-05,0.0053934
0.21468,1.8062e-09,1.321e-07,6.5872e-12,8.2562e-12,5.4504e-06,4.6852e-09,2.8115e-05,0.023687,0.41435,0.53444,1.3901e-08,0.0011245,0.00042558,9.0187e-07,7.9659e-07,2.4631e-07,0.025929,1.525e-07,0.97252,0.027482,3.3704e-05,0.99997,0.99997,1.9448e-06,0.53487,3.3704e-05,0.58564,0.97628,3.3572e-05,0.025929
0.24807,3.376e-09,3.7878e-07,3.4172e-11,3.6527e-11,4.966e-06,5.0087e-09,2.3149e-05,0.015463,0.3529,0.48906,1.0546e-07,0.0039916,0.0040809,1.4278e-05,1.2703e-05,2.5192e-06,0.13445,4.927e-07,0.85745,0.14255,2.8502e-05,0.99997,0.99997,2.95e-05,0.49316,2.8502e-05,0.64707,0.98451,2.8123e-05,0.13445
0.69963,2.5954e-08,3.357e-06,5.6637e-10,5.2723e-10,1.5197e-05,2.2794e-08,6.5209e-05,0.023736,0.18889,0.28177,1.4258e-06,0.024397,0.021341,0.00011727,0.00010539,2.9257e-05,0.45953,4.8327e-06,0.49447,0.50552,8.3812e-05,0.99992,0.99992,0.00025192,0.30333,8.3812e-05,0.81085,0.97615,8.0455e-05,0.45953
0.23759,1.3704e-08,2.6764e-06,8.0885e-10,6.4477e-10,4.3471e-06,7.2051e-09,1.7883e-05,0.0063302,0.070305,0.090859,3.0297e-06,0.024264,0.066308,0.00055867,0.00050882,8.5711e-05,0.74075,5.7285e-06,0.16752,0.83248,2.4929e-05,0.99998,0.99998,0.0011532,0.15823,2.4929e-05,0.92854,0.99356,2.2252e-05,0.74075
0.23759,2.0299e-08,5.0606e-06,2.8719e-09,1.8073e-09,2.7285e-06,6.1535e-09,1.0727e-05,0.0025808,0.014474,0.017573,9.4672e-06,0.043933,0.12466,0.001241,0.0011559,0.00025433,0.7941,1.4559e-05,0.034642,0.96534,1.8547e-05,0.99998,0.99998,0.0026512,0.14463,1.8547e-05,0.98287,0.99714,1.3483e-05,0.7941
0.39667,6.4818e-09,2.5335e-06,2.4817e-09,1.2998e-09,5.2634e-07,1.1995e-09,2.0605e-06,0.00054404,0.0044181,0.0046342,1.3129e-05,0.026696,0.34004,0.0048896,0.0046015,0.00052878,0.61363,1.5673e-05,0.0095989,0.99039,5.1317e-06,0.99999,0.99999,0.01002,0.35417,5.1317e-06,0.98556,0.99891,2.5958e-06,0.61363
0.4514,1.0159e-08,5.1873e-06,1.1591e-08,4.1997e-09,3.3119e-07,1.049e-09,1.2151e-06,0.00021326,0.00096055,0.00096566,5.1507e-05,0.042552,0.57859,0.014932,0.014135,0.0021147,0.34548,5.6721e-05,0.002141,0.9978,6.7605e-06,0.99999,0.99999,0.031182,0.60862,6.7605e-06,0.96785,0.99761,1.5617e-06,0.34548
0.38942,2.2312e-09,1.7388e-06,6.9726e-09,2.0986e-09,4.5883e-08,1.4389e-10,1.7107e-07,3.4427e-05,0.00022461,0.0002254,4.9446e-05,0.014521,0.75872,0.050544,0.047242,0.003151,0.12529,5.1196e-05,0.00048465,0.99946,1.9672e-06,1,1,0.10094,0.85673,1.9672e-06,0.89884,0.99676,2.2143e-07,0.12529
0.39097,3.1378e-09,3.1231e-06,3.452e-08,6.658e-09,2.4577e-08,1.1192e-10,8.4806e-08,1.1248e-05,4.388e-05,4.4509e-05,0.00019577,0.015531,0.61873,0.15677,0.14762,0.013433,0.047618,0.00019894,9.9746e-05,0.9997,3.277e-06,1,1,0.31782,0.92316,3.277e-06,0.68213,0.98636,1.1929e-07,0.047618
