0.31279,3.9477e-09,0.28566,5.4084e-10,0.047604,1.011e-14,1.0823e-11,8.0906e-06,0.66033,5.5061e-11,9.0994e-15,0.0030057,1.8539e-11,0.0030693,5.3413e-09,2.1901e-13,3.9517e-09,7.2801e-05,1.8344e-13,0.00011945,1.7995e-08,9.2826e-13,4.0694e-06,0.00013139,3.9322e-12,6.6199e-08,1.6706e-13,3.793e-07,1.0287e-09,0.00025085,8.4753e-06,0.99974,8.582e-08,1,0.0698,7.5702e-08,0.0030827,0.053764,0.050686,0.0031547,0.47313
0.28356,1.9889e-08,0.45832,4.9499e-09,0.073406,6.9763e-15,3.3639e-11,1.7074e-05,0.44664,4.1111e-10,6.0574e-15,0.015481,4.6253e-11,0.0049105,1.1324e-08,1.0691e-12,1.9662e-08,0.00032051,1.4609e-12,0.00042855,9.0706e-08,7.4848e-12,1.456e-05,0.00045907,1.5608e-11,3.8379e-07,9.687e-13,7.8557e-07,6.683e-09,0.00088767,1.7871e-05,0.99909,4.8655e-07,1,0.078779,4.3507e-07,0.015817,0.09415,0.078349,0.005264,0.45296
0.26248,3.3046e-07,0.66587,4.9738e-08,0.024052,4.0365e-14,4.6613e-11,7.9984e-06,0.27703,3.7731e-09,4.0796e-14,0.024084,4.9623e-11,0.0023943,9.983e-09,3.5361e-12,3.2614e-07,0.00071676,1.0522e-11,0.0028119,2.8166e-07,5.6943e-11,1.9561e-05,0.0030167,2.7835e-11,1.4382e-06,2.9674e-12,5.817e-07,7.7346e-08,0.0058294,8.5902e-06,0.99416,1.8508e-06,1,0.065489,2.222e-06,0.024823,0.051277,0.026475,0.0031418,0.47439
0.32627,4.344e-06,0.63175,1.1776e-06,0.032663,9.9525e-13,4.0674e-10,2.9929e-05,0.16014,8.0899e-08,1.0257e-12,0.12655,3.4125e-10,0.0055431,5.2198e-08,5.6681e-11,4.2641e-06,0.0056591,2.6533e-10,0.018127,3.5143e-06,1.3862e-09,0.00013848,0.019362,3.1139e-10,1.9634e-05,5.2269e-11,2.6367e-06,1.3744e-06,0.037499,3.262e-05,0.96247,2.5783e-05,0.99997,0.08027,3.0795e-05,0.13238,0.17061,0.038381,0.011408,0.41486
0.49785,5.9337e-05,0.49675,9.7183e-06,0.013815,4.2694e-12,4.6559e-10,1.6571e-05,0.11248,5.7779e-07,5.1662e-12,0.141,3.1147e-10,0.0033946,4.2416e-08,1.4455e-10,5.8371e-05,0.010931,1.4614e-09,0.10733,8.8221e-06,8.0956e-09,0.00017192,0.11389,4.5305e-10,6.0059e-05,1.2554e-10,1.9396e-06,1.2641e-05,0.22136,1.8562e-05,0.77862,9.1828e-05,0.99991,0.076515,0.00020013,0.15231,0.1694,0.017409,0.014725,0.41548
0.67031,0.00017512,0.18429,7.2564e-05,0.0071954,1.5093e-11,5.557e-10,1.3754e-05,0.034004,2.3401e-06,1.7503e-11,0.23236,2.8819e-10,0.0021015,3.2672e-08,3.1782e-10,0.00018436,0.023649,5.6753e-09,0.25375,1.9515e-05,3.1795e-08,0.00025208,0.26171,6.9769e-10,0.00017188,3.0849e-10,1.5041e-06,4.6226e-05,0.51594,1.5323e-05,0.48404,0.00031257,0.99969,0.085437,0.00065015,0.25693,0.26576,0.0095838,0.02669,0.36732
0.35263,0.00038737,0.042237,0.00011866,0.00077278,5.5109e-12,5.7321e-11,1.1141e-06,0.0061251,1.9434e-06,7.1248e-12,0.062112,2.3809e-11,0.00022636,2.6645e-09,6.7987e-11,0.00052478,0.0075989,2.9649e-09,0.44553,5.4795e-06,1.8366e-08,4.1287e-05,0.4342,9.1108e-11,6.7405e-05,6.5403e-11,1.2774e-07,5.7226e-05,0.88081,1.263e-06,0.11919,0.00025073,0.99975,0.063483,0.0011554,0.070915,0.070825,0.0010472,0.0090307,0.46447
0.14559,0.00052168,0.0049245,0.00046414,0.00011138,6.3122e-12,1.8622e-11,2.454e-07,0.00053769,3.1686e-06,7.5828e-12,0.028293,5.8443e-12,3.698e-05,5.4386e-10,4.5819e-11,0.0016861,0.0055585,3.8563e-09,0.48968,3.5957e-06,2.5084e-08,1.7547e-05,0.468,3.9075e-11,6.9382e-05,4.7039e-11,2.632e-08,9.4235e-05,0.96045,2.9737e-07,0.039553,0.00063455,0.99937,0.059932,0.0028356,0.036712,0.034091,0.00016978,0.0084556,0.48211
0.085579,0.0012974,0.0006175,0.00051415,8.8451e-06,2.1428e-12,1.7343e-12,1.5454e-08,6.6863e-05,2.2809e-06,2.8346e-12,0.0042932,4.417e-13,2.9589e-06,3.948e-11,8.6841e-12,0.0063433,0.0010253,1.7856e-09,0.53005,8.1901e-07,1.2725e-08,2.0856e-06,0.45564,4.5388e-12,1.9798e-05,8.8351e-12,1.8898e-09,0.00010973,0.99396,3.011e-08,0.0060373,0.0006468,0.99935,0.057909,0.0082844,0.013608,0.005353,1.4726e-05,0.0093179,0.49449
0.17761,0.0082241,0.00015745,0.0049948,5.7266e-06,2.5313e-11,5.206e-12,1.8975e-08,2.4891e-05,2.4295e-05,3.1985e-11,0.0047081,1.0226e-12,2.3139e-06,6.7619e-11,5.6261e-11,0.047627,0.0020401,2.0028e-08,0.47653,3.5227e-06,1.4139e-07,4.4236e-06,0.45452,1.7744e-11,9.8204e-05,5.8579e-11,2.7493e-09,0.0010381,0.99296,1.6319e-07,0.0070448,0.006159,0.99384,0.070709,0.061982,0.068763,0.0068624,1.6009e-05,0.064057,0.47384
